PLACE,STATE,POP,COLPCT,MEDINC,MHMVAL,MRENT
Paradise town,Utah,1123,0.315873016,72000,260200,736
Paradise town,Utah,1123,0.315873016,72000,260200,736
Paradise Valley town,Arizona,14215,0.716619452,204145,1505300,1862
Paragon town,Indiana,653,0.042079208,36932,70900,794
Paragonah town,Utah,444,0.130718954,56071,206400,691
Paragould city,Arkansas,28296,0.173779997,45315,121400,704
Paraje CDP,New Mexico,831,0.105175292,30156,70800,228
Paramount city,California,54776,0.113050217,53031,323600,1335
Paramount-Long Meadow CDP,Maryland,2981,0.405209841,81176,273500,1140
Paramus borough,New Jersey,26613,0.482920537,117087,588800,1987
Parcelas La Milagrosa comunidad,Puerto Rico,1081,0.105450237,11637,99100,438
Parcelas Nuevas comunidad,Puerto Rico,1399,0.215621562,17563,142900,532
Parchment city,Michigan,1969,0.223388306,47266,113400,788
Pardeeville village,Wisconsin,2077,0.170697013,59625,147200,761
Paris CDP,Pennsylvania,866,0.169916435,55694,136800,824
Paris city,Illinois,8424,0.137184731,42140,72600,614
Paris city,Illinois,8424,0.137184731,42140,72600,614
Paris city,Illinois,8424,0.137184731,42140,72600,614
Paris city,Illinois,8424,0.137184731,42140,72600,614
Paris city,Illinois,8424,0.137184731,42140,72600,614
Paris city,Illinois,8424,0.137184731,42140,72600,614
Paris city,Illinois,8424,0.137184731,42140,72600,614
Paris city,Idaho,587,0.114427861,52396,140700,950
Paris city,Idaho,587,0.114427861,52396,140700,950
Paris city,Idaho,587,0.114427861,52396,140700,950
Paris city,Idaho,587,0.114427861,52396,140700,950
Paris city,Idaho,587,0.114427861,52396,140700,950
Paris city,Idaho,587,0.114427861,52396,140700,950
Paris city,Idaho,587,0.114427861,52396,140700,950
Paris city,Kentucky,9874,0.174383644,41855,122000,709
Paris city,Kentucky,9874,0.174383644,41855,122000,709
Paris city,Kentucky,9874,0.174383644,41855,122000,709
Paris city,Kentucky,9874,0.174383644,41855,122000,709
Paris city,Kentucky,9874,0.174383644,41855,122000,709
Paris city,Kentucky,9874,0.174383644,41855,122000,709
Paris city,Kentucky,9874,0.174383644,41855,122000,709
Paris city,Missouri,1445,0.186836518,38281,73500,341
Paris city,Missouri,1445,0.186836518,38281,73500,341
Paris city,Missouri,1445,0.186836518,38281,73500,341
Paris city,Missouri,1445,0.186836518,38281,73500,341
Paris city,Missouri,1445,0.186836518,38281,73500,341
Paris city,Missouri,1445,0.186836518,38281,73500,341
Paris city,Missouri,1445,0.186836518,38281,73500,341
Paris city,Texas,24842,0.143325778,33824,81400,700
Paris city,Texas,24842,0.143325778,33824,81400,700
Paris city,Texas,24842,0.143325778,33824,81400,700
Paris city,Texas,24842,0.143325778,33824,81400,700
Paris city,Texas,24842,0.143325778,33824,81400,700
Paris city,Texas,24842,0.143325778,33824,81400,700
Paris city,Texas,24842,0.143325778,33824,81400,700
Paris city,Arkansas,3426,0.102990033,31064,83700,529
Paris city,Arkansas,3426,0.102990033,31064,83700,529
Paris city,Arkansas,3426,0.102990033,31064,83700,529
Paris city,Arkansas,3426,0.102990033,31064,83700,529
Paris city,Arkansas,3426,0.102990033,31064,83700,529
Paris city,Arkansas,3426,0.102990033,31064,83700,529
Paris city,Arkansas,3426,0.102990033,31064,83700,529
Paris city,Tennessee,10042,0.13412489,33743,95100,617
Paris city,Tennessee,10042,0.13412489,33743,95100,617
Paris city,Tennessee,10042,0.13412489,33743,95100,617
Paris city,Tennessee,10042,0.13412489,33743,95100,617
Paris city,Tennessee,10042,0.13412489,33743,95100,617
Paris city,Tennessee,10042,0.13412489,33743,95100,617
Paris city,Tennessee,10042,0.13412489,33743,95100,617
Parish village,New York,498,0.219020173,63333,96700,681
Parishville CDP,New York,674,0.286057692,54625,82000,844
Park City CDP,Tennessee,2424,0.2268431,48152,114400,731
Park City CDP,Tennessee,2424,0.2268431,48152,114400,731
Park City CDP,Montana,746,0.175046555,62500,179600,599
Park City CDP,Montana,746,0.175046555,62500,179600,599
Park City city,Illinois,7456,0.089973033,41589,17700,890
Park City city,Illinois,7456,0.089973033,41589,17700,890
Park City city,Illinois,7456,0.089973033,41589,17700,890
Park City city,Illinois,7456,0.089973033,41589,17700,890
Park City city,Kentucky,635,0.112980769,44833,76300,679
Park City city,Kentucky,635,0.112980769,44833,76300,679
Park City city,Kentucky,635,0.112980769,44833,76300,679
Park City city,Kentucky,635,0.112980769,44833,76300,679
Park City city,Kansas,7885,0.27804878,69921,123700,943
Park City city,Kansas,7885,0.27804878,69921,123700,943
Park City city,Kansas,7885,0.27804878,69921,123700,943
Park City city,Kansas,7885,0.27804878,69921,123700,943
Park City city,Utah,8296,0.601842375,105263,991900,1322
Park City city,Utah,8296,0.601842375,105263,991900,1322
Park City city,Utah,8296,0.601842375,105263,991900,1322
Park City city,Utah,8296,0.601842375,105263,991900,1322
Park Falls city,Wisconsin,2367,0.165831942,38625,73400,530
Park Forest village,Illinois,21699,0.257641011,51267,69500,1186
Park Forest Village CDP,Pennsylvania,10610,0.65303141,71791,268700,1002
Park Hill CDP,Oklahoma,3969,0.190241902,36607,107400,608
Park Hills city,Kentucky,2983,0.399900892,57969,201400,762
Park Hills city,Kentucky,2983,0.399900892,57969,201400,762
Park Hills city,Missouri,8568,0.102158828,34463,70800,632
Park Hills city,Missouri,8568,0.102158828,34463,70800,632
Park Layne CDP,Ohio,4082,0.084865076,44715,82000,771
Park Rapids city,Minnesota,3998,0.221284404,35078,135900,518
Park Ridge borough,New Jersey,8804,0.582849774,118560,585600,1420
Park Ridge city,Illinois,37764,0.584741207,102416,426700,1412
Park Ridge village,Wisconsin,507,0.522427441,65208,173300,825
Park River city,North Dakota,1489,0.186984418,49271,82100,691
Park View CDP,Iowa,2755,0.239650146,76830,170100,880
Parkdale CDP,Michigan,680,0.088235294,35556,93300,703
Parkdale CDP,Michigan,680,0.088235294,35556,93300,703
Parker CDP,South Carolina,12850,0.131929175,31869,73300,716
Parker CDP,South Carolina,12850,0.131929175,31869,73300,716
Parker city,Idaho,278,0.18579235,49875,128100,741
Parker city,Idaho,278,0.18579235,49875,128100,741
Parker city,Idaho,278,0.18579235,49875,128100,741
Parker city,Idaho,278,0.18579235,49875,128100,741
Parker city,Idaho,278,0.18579235,49875,128100,741
Parker city,Idaho,278,0.18579235,49875,128100,741
Parker city,Pennsylvania,615,0.138084633,38889,84400,640
Parker city,Pennsylvania,615,0.138084633,38889,84400,640
Parker city,Pennsylvania,615,0.138084633,38889,84400,640
Parker city,Pennsylvania,615,0.138084633,38889,84400,640
Parker city,Pennsylvania,615,0.138084633,38889,84400,640
Parker city,Pennsylvania,615,0.138084633,38889,84400,640
Parker city,Florida,4584,0.158254157,49815,131500,979
Parker city,Florida,4584,0.158254157,49815,131500,979
Parker city,Florida,4584,0.158254157,49815,131500,979
Parker city,Florida,4584,0.158254157,49815,131500,979
Parker city,Florida,4584,0.158254157,49815,131500,979
Parker city,Florida,4584,0.158254157,49815,131500,979
Parker city,South Dakota,915,0.232339089,50855,125000,678
Parker city,South Dakota,915,0.232339089,50855,125000,678
Parker city,South Dakota,915,0.232339089,50855,125000,678
Parker city,South Dakota,915,0.232339089,50855,125000,678
Parker city,South Dakota,915,0.232339089,50855,125000,678
Parker city,South Dakota,915,0.232339089,50855,125000,678
Parker City town,Indiana,1327,0.147321429,47800,67200,614
Parker School CDP,Montana,522,0.096153846,31979,89000,99
Parker Strip CDP,Arizona,748,0.209929078,48750,161600,466
Parker town,Colorado,52563,0.521188687,110779,386800,1497
Parker town,Colorado,52563,0.521188687,110779,386800,1497
Parker town,Arizona,3121,0.115012723,52708,165400,859
Parker town,Arizona,3121,0.115012723,52708,165400,859
Parker's Crossroads city,Tennessee,337,0.102040816,33250,72900,625
Parkerfield city,Kansas,376,0.212765957,64479,155800,1104
Parkers Prairie city,Minnesota,1007,0.142433234,48958,102800,656
Parkers Settlement CDP,Indiana,630,0.123893805,68250,129800,643
Parkersburg city,West Virginia,30328,0.166721535,36010,89900,661
Parkersburg city,West Virginia,30328,0.166721535,36010,89900,661
Parkersburg city,Iowa,1913,0.250391236,50441,136100,600
Parkersburg city,Iowa,1913,0.250391236,50441,136100,600
Parkersburg village,Illinois,198,0.078740157,50625,38300,525
Parkesburg borough,Pennsylvania,3781,0.193047035,71012,183400,938
Parkin city,Arkansas,767,0.037037037,20417,53100,408
Parkland CDP,Washington,37185,0.154485413,51415,205500,1046
Parkland city,Florida,30471,0.61124477,146094,578300,2535
Parklawn CDP,California,1082,0.05785124,45804,140500,891
Parkline CDP,Idaho,50,0.177777778,36667,137500,775
Parks CDP,Arizona,1392,0.351612903,72426,283500,1310
Parks village,Louisiana,799,0.256457565,46731,104000,514
Parksdale CDP,California,2493,0.028651293,42727,215800,866
Parkside borough,Pennsylvania,2291,0.230660043,66023,140000,1006
Parksley town,Virginia,679,0.115009747,41833,147900,829
Parkston city,South Dakota,1649,0.237712243,55313,97700,513
Parksville town,South Carolina,218,0.072,52303,110400,950
Parkton town,North Carolina,507,0.127118644,52500,98300,642
Parkville CDP,Pennsylvania,7162,0.158190955,65000,150300,1109
Parkville CDP,Pennsylvania,7162,0.158190955,65000,150300,1109
Parkville CDP,Maryland,31633,0.282160194,64124,197800,1208
Parkville CDP,Maryland,31633,0.282160194,64124,197800,1208
Parkville city,Missouri,6524,0.611977972,127887,385100,742
Parkway CDP,California,15885,0.08206977,40637,215600,956
Parkway village,Missouri,561,0.085561497,48125,125700,908
Parkway Village city,Kentucky,644,0.415662651,52500,159800,831
Parkwood CDP,Washington,6700,0.205724924,50060,237000,1104
Parkwood CDP,Washington,6700,0.205724924,50060,237000,1104
Parkwood CDP,California,1853,0.118018018,40491,154400,1131
Parkwood CDP,California,1853,0.118018018,40491,154400,1131
Parlier city,California,15120,0.041448931,33127,152400,784
Parma city,Ohio,79559,0.21300928,55536,112100,833
Parma city,Ohio,79559,0.21300928,55536,112100,833
Parma city,Ohio,79559,0.21300928,55536,112100,833
Parma city,Idaho,2109,0.172119488,38194,98100,535
Parma city,Idaho,2109,0.172119488,38194,98100,535
Parma city,Idaho,2109,0.172119488,38194,98100,535
Parma city,Missouri,660,0.07310705,24167,37500,832
Parma city,Missouri,660,0.07310705,24167,37500,832
Parma city,Missouri,660,0.07310705,24167,37500,832
Parma Heights city,Ohio,20162,0.257261411,49326,113300,781
Parma village,Michigan,598,0.183879093,61806,88100,650
Parmele town,North Carolina,249,0.099337748,32396,68900,783
Parmelee CDP,South Dakota,619,0,25938,9999,416
Parnell city,Missouri,183,0.072072072,36333,63300,616
Parnell city,Missouri,183,0.072072072,36333,63300,616
Parnell city,Iowa,218,0.006756757,51500,79300,812
Parnell city,Iowa,218,0.006756757,51500,79300,812
Parole CDP,Maryland,16232,0.582655231,100367,437900,1852
Parowan city,Utah,2965,0.173157895,42303,162900,913
Parral village,Ohio,207,0.065088757,41667,130300,775
Parrish town,Alabama,1108,0.024861878,31298,35800,513
Parrottsville town,Tennessee,289,0.076086957,34063,80000,611
Parryville borough,Pennsylvania,503,0.137755102,65938,134000,775
Parshall city,North Dakota,1116,0.242028986,57500,141700,693
Parsons city,Kansas,9876,0.189262148,41653,69000,649
Parsons city,Kansas,9876,0.189262148,41653,69000,649
Parsons city,Kansas,9876,0.189262148,41653,69000,649
Parsons city,West Virginia,1523,0.122789784,39191,71200,481
Parsons city,West Virginia,1523,0.122789784,39191,71200,481
Parsons city,West Virginia,1523,0.122789784,39191,71200,481
Parsons city,Tennessee,2263,0.091688654,29516,91100,401
Parsons city,Tennessee,2263,0.091688654,29516,91100,401
Parsons city,Tennessee,2263,0.091688654,29516,91100,401
Partridge city,Kansas,217,0.076923077,44583,55000,780
Pasadena CDP,Maryland,28338,0.321896348,97534,304800,1725
Pasadena city,Texas,154193,0.141864423,53331,117400,917
Pasadena city,Texas,154193,0.141864423,53331,117400,917
Pasadena city,California,141246,0.512215015,78941,737100,1598
Pasadena city,California,141246,0.512215015,78941,737100,1598
Pasadena Hills CDP,Florida,10216,0.247910469,61635,186900,868
Pasadena Hills city,Missouri,994,0.531859558,74911,185400,781
Pasadena Park village,Missouri,480,0.509589041,62708,109500,975
Pascagoula city,Mississippi,21865,0.167928945,40553,110300,750
Pasco city,Washington,71858,0.182769231,61662,186900,895
Pascoag CDP,Rhode Island,4824,0.251384275,79745,217300,936
Pascola village,Missouri,105,0,30536,55000,644
Paskenta CDP,California,105,0,40179,65000,843
Pass Christian city,Mississippi,5669,0.346164421,46779,191600,839
Passaic city,New Jersey,70131,0.158555769,36226,325800,1177
Pastos comunidad,Puerto Rico,1174,0.174259681,18369,93800,477
Patagonia town,Arizona,867,0.372357724,31328,134700,710
Pataskala city,Ohio,15465,0.256791089,72908,172700,953
Patch Grove village,Wisconsin,160,0.17699115,53125,87900,788
Patchogue village,New York,12398,0.321039492,74752,312500,1401
Pateros city,Washington,601,0.122186495,49375,180100,667
Paterson city,New Jersey,145800,0.107902952,39282,237500,1175
Patillas zona urbana,Puerto Rico,3292,0.157760814,13409,99700,209
Patoka town,Indiana,1233,0.133248731,40726,48500,725
Patoka village,Illinois,623,0.069587629,50192,61800,619
Paton city,Iowa,195,0.179856115,61250,53800,388
Patrick Springs CDP,Virginia,1808,0.161223072,45377,107300,496
Patrick town,South Carolina,355,0.041666667,27000,59400,629
Patriot town,Indiana,446,0.025210084,29375,70000,825
Patterson city,Arkansas,429,0.072796935,30625,39500,425
Patterson city,Arkansas,429,0.072796935,30625,39500,425
Patterson city,Arkansas,429,0.072796935,30625,39500,425
Patterson city,Arkansas,429,0.072796935,30625,39500,425
Patterson city,Arkansas,429,0.072796935,30625,39500,425
Patterson city,Georgia,647,0.144016227,48783,105700,614
Patterson city,Georgia,647,0.144016227,48783,105700,614
Patterson city,Georgia,647,0.144016227,48783,105700,614
Patterson city,Georgia,647,0.144016227,48783,105700,614
Patterson city,Georgia,647,0.144016227,48783,105700,614
Patterson city,Louisiana,6012,0.117147708,45631,111800,783
Patterson city,Louisiana,6012,0.117147708,45631,111800,783
Patterson city,Louisiana,6012,0.117147708,45631,111800,783
Patterson city,Louisiana,6012,0.117147708,45631,111800,783
Patterson city,Louisiana,6012,0.117147708,45631,111800,783
Patterson city,California,21783,0.097793725,65345,285800,1485
Patterson city,California,21783,0.097793725,65345,285800,1485
Patterson city,California,21783,0.097793725,65345,285800,1485
Patterson city,California,21783,0.097793725,65345,285800,1485
Patterson city,California,21783,0.097793725,65345,285800,1485
Patterson city,Iowa,187,0.096551724,54145,77500,933
Patterson city,Iowa,187,0.096551724,54145,77500,933
Patterson city,Iowa,187,0.096551724,54145,77500,933
Patterson city,Iowa,187,0.096551724,54145,77500,933
Patterson city,Iowa,187,0.096551724,54145,77500,933
Patterson Heights borough,Pennsylvania,547,0.565552699,77500,162500,1063
Patterson Springs town,North Carolina,882,0.053191489,28421,76800,540
Patterson Tract CDP,California,2351,0.133070866,42287,196100,779
Patterson village,Ohio,152,0.05,36250,62000,625
Pattison city,Texas,478,0.231404959,61250,167300,738
Patton borough,Pennsylvania,1714,0.118238022,39583,71400,416
Patton Village city,Texas,1491,0.031283711,48083,61700,879
Pattonsburg city,Missouri,354,0.050209205,34750,70000,594
Paukaa CDP,Hawaii,569,0.391304348,66875,420400,1479
Paul city,Idaho,1212,0.1875,49135,116600,617
Paulden CDP,Arizona,4559,0.100497822,41811,167300,956
Paulding village,Ohio,3465,0.131546894,39931,79200,616
Paullina city,Iowa,1067,0.202216066,63350,84800,676
Pauls Valley city,Oklahoma,6143,0.158691406,39861,84500,638
Paulsboro borough,New Jersey,5937,0.139671362,41825,112700,1039
Pavilion CDP,New York,614,0.244343891,95223,106000,809
Pavillion town,Wyoming,219,0.164285714,51250,87500,825
Pavo city,Georgia,598,0.054669704,32692,72500,581
Paw Paw Lake CDP,Michigan,3605,0.213822069,51348,122900,688
Paw Paw town,West Virginia,535,0.076056338,45625,86300,600
Paw Paw village,Michigan,3398,0.112618725,43174,95200,666
Paw Paw village,Michigan,3398,0.112618725,43174,95200,666
Paw Paw village,Illinois,764,0.104166667,50357,107700,660
Paw Paw village,Illinois,764,0.104166667,50357,107700,660
Pawcatuck CDP,Connecticut,5249,0.34978425,57634,244600,832
Pawhuska city,Oklahoma,3516,0.116809117,35281,57900,630
Pawleys Island town,South Carolina,89,0.786516854,147500,927100,983
Pawling village,New York,2085,0.32996633,69479,274400,861
Pawnee city,Oklahoma,2141,0.142958245,33992,77600,629
Pawnee City city,Nebraska,1062,0.190849673,41635,65800,515
Pawnee Rock city,Kansas,266,0.055248619,38333,36500,395
Pawnee village,Illinois,2631,0.24447101,62426,125100,892
Pawtucket city,Rhode Island,71756,0.202134931,46938,181900,903
Pax town,West Virginia,168,0,21827,95000,631
Paxico city,Kansas,262,0.214285714,43750,86700,625
Paxtang borough,Pennsylvania,1650,0.385892116,71833,137500,1057
Paxton city,Illinois,4279,0.19446391,50241,95600,603
Paxton town,Florida,733,0.102249489,35000,114600,607
Paxton village,Nebraska,525,0.237837838,64750,69000,583
Paxtonia CDP,Pennsylvania,5670,0.319748428,75076,187000,1059
Paxtonville CDP,Pennsylvania,267,0.25862069,82841,128700,963
Paxville town,South Carolina,474,0.10755814,52604,100000,772
Payette city,Idaho,7394,0.113618369,50655,108300,761
Payne Springs town,Texas,789,0.118530885,40313,103700,929
Payne village,Ohio,1197,0.093023256,47880,72400,588
Paynesville city,Minnesota,2482,0.167832168,48167,127500,703
Payson city,Utah,19699,0.229764762,63276,217400,918
Payson town,Arizona,15439,0.25288903,50049,221700,958
Payson village,Illinois,1243,0.15,54375,94700,586
Pe Ell town,Washington,531,0.103359173,60547,117400,928
Peña Blanca CDP,New Mexico,605,0.124637681,36813,129500,723
Peñasco CDP,New Mexico,663,0.163829787,36319,151500,588
Peñuelas zona urbana,Puerto Rico,5253,0.239846969,15748,80700,435
Pea Ridge CDP,West Virginia,6215,0.390614673,46670,146800,810
Pea Ridge CDP,West Virginia,6215,0.390614673,46670,146800,810
Pea Ridge CDP,Florida,4540,0.175913396,65900,124100,893
Pea Ridge CDP,Florida,4540,0.175913396,65900,124100,893
Pea Ridge city,Arkansas,5485,0.184706213,61224,126600,1084
Peabody city,Massachusetts,52865,0.333187683,68387,372300,1314
Peabody city,Massachusetts,52865,0.333187683,68387,372300,1314
Peabody city,Kansas,1171,0.118990385,40750,62000,512
Peabody city,Kansas,1171,0.118990385,40750,62000,512
Peaceful Valley CDP,Washington,4032,0.078131135,35063,146400,927
Peach Lake CDP,New York,1804,0.555027712,119737,403400,1455
Peach Springs CDP,Arizona,1333,0.043010753,36181,47900,441
Peachland town,North Carolina,496,0.118959108,30833,107100,673
Peachtree City city,Georgia,35165,0.57056063,96577,318500,1386
Peachtree Corners city,Georgia,42463,0.524173561,67949,325000,1122
Peak Place CDP,New Mexico,412,0.064516129,35417,11500,582
Peapack and Gladstone borough,New Jersey,2566,0.554781507,122198,658100,1613
Pearisburg town,Virginia,2669,0.238500852,56421,105000,741
Pearl Beach CDP,Michigan,2996,0.198241407,68494,209200,995
Pearl city,Mississippi,26508,0.185891046,48406,119300,886
Pearl City CDP,Hawaii,46129,0.310472745,94417,649000,1865
Pearl City village,Illinois,785,0.251020408,64531,103100,644
Pearl River CDP,New York,16495,0.477006392,115365,461300,1374
Pearl River CDP,New York,16495,0.477006392,115365,461300,1374
Pearl River CDP,Mississippi,4205,0.052872606,37143,69500,487
Pearl River CDP,Mississippi,4205,0.052872606,37143,69500,487
Pearl River town,Louisiana,2556,0.116237268,46406,175300,904
Pearland city,Texas,117867,0.461656721,102891,224600,1357
Pearsall city,Texas,10252,0.076183088,43140,68800,725
Pearson city,Georgia,2036,0.048372911,30000,60000,497
Pease city,Minnesota,245,0.135802469,37813,99800,833
Peavine CDP,Oklahoma,431,0.129251701,36786,72000,575
Pebble Creek CDP,Florida,8284,0.460911449,88837,251000,1493
Pecan Acres CDP,Texas,5670,0.368545294,107813,342200,1049
Pecan Gap city,Texas,166,0.136986301,43864,74000,550
Pecan Grove CDP,Texas,16651,0.456398455,106870,232500,1210
Pecan Hill city,Texas,744,0.159003831,75000,145800,1268
Pecatonica village,Illinois,2228,0.198704104,62564,113000,853
Peck city,Idaho,145,0.18018018,49063,120800,681
Peck village,Michigan,586,0.095238095,43889,80800,588
Pecos city,Texas,9814,0.10793343,63478,65200,813
Pecos village,New Mexico,1594,0.033472803,30417,152800,665
Peculiar city,Missouri,5006,0.222059684,56281,145100,829
Pedricktown CDP,New Jersey,362,0.129411765,65000,179600,1115
Peebles village,Ohio,1851,0.076658053,26479,92900,584
Peekskill city,New York,24008,0.274179881,54494,285300,1374
Peeples Valley CDP,Arizona,534,0.289915966,41000,227400,915
Peetz town,Colorado,203,0.071895425,51667,86700,675
Peever town,South Dakota,169,0.066666667,36875,43300,508
Peggs CDP,Oklahoma,933,0.166389351,46354,118600,658
Pekin city,Illinois,33371,0.191769826,51775,106300,660
Pekin city,Illinois,33371,0.191769826,51775,106300,660
Pelahatchie town,Mississippi,1433,0.099453552,43676,86300,742
Peletier town,North Carolina,821,0.144312394,42647,121300,755
Pelham CDP,Tennessee,323,0.312977099,43125,160400,836
Pelham city,Georgia,3609,0.090045249,27037,68400,498
Pelham city,Georgia,3609,0.090045249,27037,68400,498
Pelham city,Alabama,23242,0.367992484,76107,181600,1064
Pelham city,Alabama,23242,0.367992484,76107,181600,1064
Pelham Manor village,New York,5595,0.791440627,163958,866100,2457
Pelham village,New York,6949,0.541575492,130945,680600,1769
Pelican Bay CDP,Florida,5844,0.693236715,127571,912300,1529
Pelican Bay city,Texas,1620,0.050436469,31000,44000,877
Pelican Rapids city,Minnesota,2468,0.140540541,42885,109000,506
Pelion town,South Carolina,741,0.171814672,60809,148000,833
Pell City city,Alabama,13593,0.191184115,48921,171200,794
Pella city,Iowa,10273,0.371618338,64770,185000,908
Pellston village,Michigan,822,0.132216015,34904,86000,798
Pelzer town,South Carolina,1407,0.070247934,34576,64000,681
Pemberton borough,New Jersey,1416,0.266731329,66146,237800,1145
Pemberton city,Minnesota,275,0.097701149,60500,116100,1104
Pemberton Heights CDP,New Jersey,2593,0.238698011,56083,162700,915
Pemberville village,Ohio,1590,0.310734463,64167,134800,864
Pemberwick CDP,Connecticut,4114,0.527090301,110573,629200,2136
Pembina city,North Dakota,504,0.161038961,80625,85600,595
Pembroke city,Kentucky,852,0.166071429,53182,133800,528
Pembroke city,Kentucky,852,0.166071429,53182,133800,528
Pembroke city,Georgia,2447,0.154352597,44479,134300,712
Pembroke city,Georgia,2447,0.154352597,44479,134300,712
Pembroke Park town,Florida,6625,0.211695906,35236,84500,1149
Pembroke Pines city,Florida,168260,0.32741437,66816,264700,1496
Pembroke town,North Carolina,3044,0.260127932,22321,90800,541
Pembroke town,North Carolina,3044,0.260127932,22321,90800,541
Pembroke town,Virginia,1056,0.188106796,39773,95700,707
Pembroke town,Virginia,1056,0.188106796,39773,95700,707
Pen Argyl borough,Pennsylvania,3562,0.201466782,56168,154000,985
Pen Mar CDP,Pennsylvania,1046,0.195020747,51313,193300,1171
Penbrook borough,Pennsylvania,2981,0.269857434,45982,114400,736
Pender village,Nebraska,1164,0.247311828,62500,95300,703
Pendergrass town,Georgia,487,0.173333333,66875,170300,827
Pendleton city,Oregon,16713,0.155994308,49671,155100,725
Pendleton town,South Carolina,3158,0.2960199,30234,128300,492
Pendleton town,South Carolina,3158,0.2960199,30234,128300,492
Pendleton town,Indiana,4213,0.318043845,68778,147300,836
Pendleton town,Indiana,4213,0.318043845,68778,147300,836
Penfield CDP,Illinois,154,0.056451613,45625,88900,667
Peninsula village,Ohio,632,0.60475162,99821,288600,1479
Penitas city,Texas,4834,0.12180268,43438,87300,798
Penn borough,Pennsylvania,419,0.145228216,48854,81700,750
Penn Estates CDP,Pennsylvania,5708,0.25078549,76767,155400,1205
Penn Valley CDP,California,1424,0.214437367,43340,318600,1023
Penn Wynne CDP,Pennsylvania,5758,0.762986229,131161,366200,1473
Penn Yan village,New York,4818,0.204406023,33726,100400,761
Penndel borough,Pennsylvania,3013,0.356584821,60750,282700,1091
Penney Farms town,Florida,678,0.566246057,51346,93200,1356
Penngrove CDP,California,2961,0.392725599,80147,762900,1283
Pennington borough,New Jersey,2527,0.752151463,127500,547100,1580
Pennington Gap town,Virginia,1974,0.098402556,18816,81900,545
Pennington town,Alabama,333,0.117424242,36250,55000,632
Pennock city,Minnesota,555,0.06626506,68125,112500,605
Penns Creek CDP,Pennsylvania,583,0.160526316,36563,126000,682
Penns Grove borough,New Jersey,4847,0.087417219,34500,127600,1039
Pennsboro city,West Virginia,1073,0.126896552,34598,53300,623
Pennsburg borough,Pennsylvania,3882,0.233102919,71250,207200,1026
Pennsbury Village borough,Pennsylvania,747,0.536547434,60966,110100,1074
Pennside CDP,Pennsylvania,4323,0.186889379,59813,143400,944
Pennsville CDP,New Jersey,11311,0.142630938,62200,154000,1023
Pennville CDP,Pennsylvania,1937,0.225342913,60383,155700,981
Pennville town,Indiana,772,0.093360996,44833,63700,584
Pennwyn CDP,Pennsylvania,612,0.367063492,81094,189500,1049
Penrose CDP,Colorado,2990,0.279250457,52188,171500,929
Penryn CDP,California,925,0.224751067,69583,495400,1634
Penryn CDP,California,925,0.224751067,69583,495400,1634
Penryn CDP,Pennsylvania,940,0.241776316,115982,234100,1098
Penryn CDP,Pennsylvania,940,0.241776316,115982,234100,1098
Pensacola city,Florida,52562,0.354295582,48686,165700,942
Pentwater village,Michigan,838,0.451183432,49000,230700,688
Peoria city,Arizona,164572,0.318238564,73039,248700,1205
Peoria city,Arizona,164572,0.318238564,73039,248700,1205
Peoria city,Illinois,114512,0.346976982,50688,126400,784
Peoria city,Illinois,114512,0.346976982,50688,126400,784
Peoria Heights village,Illinois,5910,0.249011858,44037,83200,730
Peosta city,Iowa,1746,0.354674797,86806,225100,556
Peotone village,Illinois,4294,0.221662469,83358,188100,843
Pepeekeo CDP,Hawaii,1536,0.174222222,38056,253800,336
Pepin village,Wisconsin,828,0.175078864,50357,135400,640
Pepperell CDP,Massachusetts,2573,0.275783476,75217,272300,956
Peppermill Village CDP,Maryland,4628,0.279452055,74052,226600,1558
Pequot Lakes city,Minnesota,2330,0.301480485,48276,157900,689
Peralta town,New Mexico,3577,0.166144201,51169,194900,786
Percy village,Illinois,945,0.037328094,34750,69700,540
Perdido Beach town,Alabama,550,0.272349272,45114,161300,725
Perezville CDP,Texas,4612,0.125,33098,69700,535
Perham city,Minnesota,3345,0.273888155,47068,149200,680
Peridot CDP,Arizona,1643,0.044776119,33125,22800,175
Perkasie borough,Pennsylvania,8502,0.360316914,75824,257700,1061
Perkins city,Oklahoma,2866,0.24056338,40742,99800,544
Perla town,Arkansas,280,0.069364162,33235,56300,536
Perrinton village,Michigan,621,0.065902579,38750,71100,734
Perris city,California,76276,0.08490794,59141,261000,1329
Perry city,Georgia,16031,0.206948489,43421,145900,840
Perry city,Georgia,16031,0.206948489,43421,145900,840
Perry city,Georgia,16031,0.206948489,43421,145900,840
Perry city,Georgia,16031,0.206948489,43421,145900,840
Perry city,Georgia,16031,0.206948489,43421,145900,840
Perry city,Georgia,16031,0.206948489,43421,145900,840
Perry city,Georgia,16031,0.206948489,43421,145900,840
Perry city,Georgia,16031,0.206948489,43421,145900,840
Perry city,Iowa,7667,0.114464324,43637,87700,752
Perry city,Iowa,7667,0.114464324,43637,87700,752
Perry city,Iowa,7667,0.114464324,43637,87700,752
Perry city,Iowa,7667,0.114464324,43637,87700,752
Perry city,Iowa,7667,0.114464324,43637,87700,752
Perry city,Iowa,7667,0.114464324,43637,87700,752
Perry city,Iowa,7667,0.114464324,43637,87700,752
Perry city,Iowa,7667,0.114464324,43637,87700,752
Perry city,Michigan,2156,0.176296296,54444,95200,757
Perry city,Michigan,2156,0.176296296,54444,95200,757
