PLACE,STATE,POP,COLPCT,MEDINC,MHMVAL,MRENT
Citrus Heights city,California,87061,0.207324238,59008,274600,1183
Citrus Hills CDP,Florida,7492,0.399793236,65536,231300,1135
Citrus Park CDP,Arizona,5033,0.269947178,106875,390700,1820
Citrus Park CDP,Arizona,5033,0.269947178,106875,390700,1820
Citrus Park CDP,Florida,26473,0.339205201,69077,215400,1246
Citrus Park CDP,Florida,26473,0.339205201,69077,215400,1246
Citrus Springs CDP,Florida,8421,0.133089944,49063,135800,1096
City View CDP,South Carolina,1448,0.043521266,55417,75800,764
Claflin city,Kansas,491,0.205405405,46719,67900,525
Claiborne CDP,Louisiana,11435,0.36100563,55298,145200,925
Claire City town,South Dakota,78,0.290909091,55833,53800,560
Clairton city,Pennsylvania,6640,0.134581882,31374,43800,845
Clancy CDP,Montana,1986,0.403151674,77569,293700,1083
Clanton city,Alabama,8724,0.165515025,42180,120500,683
Clara City city,Minnesota,1406,0.192734612,60750,111600,687
Clarcona CDP,Florida,2615,0.18103883,35882,148300,648
Clare city,Iowa,178,0.08,54375,53300,713
Clare city,Iowa,178,0.08,54375,53300,713
Clare city,Michigan,3045,0.304247461,43184,108100,642
Clare city,Michigan,3045,0.304247461,43184,108100,642
Claremont city,California,36025,0.565195138,97363,645400,1604
Claremont city,California,36025,0.565195138,97363,645400,1604
Claremont city,California,36025,0.565195138,97363,645400,1604
Claremont city,California,36025,0.565195138,97363,645400,1604
Claremont city,North Carolina,1609,0.262340037,61250,152800,824
Claremont city,North Carolina,1609,0.262340037,61250,152800,824
Claremont city,North Carolina,1609,0.262340037,61250,152800,824
Claremont city,North Carolina,1609,0.262340037,61250,152800,824
Claremont city,New Hampshire,13016,0.194868533,48099,131000,910
Claremont city,New Hampshire,13016,0.194868533,48099,131000,910
Claremont city,New Hampshire,13016,0.194868533,48099,131000,910
Claremont city,New Hampshire,13016,0.194868533,48099,131000,910
Claremont city,Minnesota,664,0.034653465,47411,75400,705
Claremont city,Minnesota,664,0.034653465,47411,75400,705
Claremont city,Minnesota,664,0.034653465,47411,75400,705
Claremont city,Minnesota,664,0.034653465,47411,75400,705
Claremont town,Virginia,323,0.12,37500,125000,825
Claremont town,Virginia,323,0.12,37500,125000,825
Claremont village,Illinois,230,0.138157895,49375,75000,755
Claremore city,Oklahoma,18780,0.194610533,42977,120700,844
Clarence CDP,New York,2756,0.430025445,67500,247200,563
Clarence CDP,New York,2756,0.430025445,67500,247200,563
Clarence CDP,Pennsylvania,620,0.088888889,50682,126200,619
Clarence CDP,Pennsylvania,620,0.088888889,50682,126200,619
Clarence city,Iowa,916,0.197329377,49034,95100,534
Clarence city,Iowa,916,0.197329377,49034,95100,534
Clarence city,Missouri,917,0.075471698,33200,49200,373
Clarence city,Missouri,917,0.075471698,33200,49200,373
Clarendon borough,Pennsylvania,393,0.111913357,49167,71500,769
Clarendon city,Arkansas,1759,0.11251981,30357,52800,378
Clarendon city,Arkansas,1759,0.11251981,30357,52800,378
Clarendon city,Texas,1961,0.211723535,40492,62500,550
Clarendon city,Texas,1961,0.211723535,40492,62500,550
Clarendon Hills village,Illinois,8711,0.761930783,126500,561700,985
Clarinda city,Iowa,5398,0.195471109,47250,90400,609
Clarington village,Ohio,380,0.086956522,39000,78600,573
Clarion borough,Pennsylvania,5436,0.452776795,33116,125700,625
Clarion city,Iowa,2772,0.158638743,43472,82800,678
Clarissa city,Minnesota,732,0.109979633,43750,89600,619
Clark borough,Pennsylvania,602,0.211031175,69167,164900,807
Clark city,Missouri,286,0.057291667,35714,45700,708
Clark city,Missouri,286,0.057291667,35714,45700,708
Clark city,South Dakota,1448,0.178787879,39107,74400,501
Clark city,South Dakota,1448,0.178787879,39107,74400,501
Clark Fork city,Idaho,455,0.091160221,26583,107400,713
Clark Mills CDP,New York,1588,0.262820513,56429,86900,870
Clarkdale town,Arizona,4258,0.213641189,48685,229200,971
Clarkesville city,Georgia,1706,0.33442623,45536,140000,774
Clarkfield city,Minnesota,937,0.205592105,49833,61300,620
Clarks Green borough,Pennsylvania,1532,0.557391304,79375,220400,1161
Clarks Grove city,Minnesota,678,0.081673307,58462,87800,533
Clarks Hill CDP,South Carolina,367,0.046296296,41042,93800,675
Clarks Hill town,Indiana,766,0.032989691,36667,69400,660
Clarks Summit borough,Pennsylvania,4915,0.458868543,70774,199300,970
Clarks village,Louisiana,912,0.020891365,24167,48700,725
Clarks village,Louisiana,912,0.020891365,24167,48700,725
Clarks village,Nebraska,360,0.12244898,47188,56500,630
Clarks village,Nebraska,360,0.12244898,47188,56500,630
Clarksburg CDP,Maryland,23548,0.686200904,139097,467700,2092
Clarksburg CDP,Maryland,23548,0.686200904,139097,467700,2092
Clarksburg CDP,Maryland,23548,0.686200904,139097,467700,2092
Clarksburg CDP,California,442,0.121405751,79563,406600,1470
Clarksburg CDP,California,442,0.121405751,79563,406600,1470
Clarksburg CDP,California,442,0.121405751,79563,406600,1470
Clarksburg city,Missouri,218,0.096153846,28500,65800,609
Clarksburg city,Missouri,218,0.096153846,28500,65800,609
Clarksburg city,West Virginia,15830,0.200872172,44187,86000,711
Clarksburg city,West Virginia,15830,0.200872172,44187,86000,711
Clarksburg town,Tennessee,540,0.107142857,55758,88900,638
Clarksburg village,Ohio,478,0.091525424,25000,69500,579
Clarksdale city,Mississippi,16174,0.197843943,31540,66800,602
Clarksdale city,Mississippi,16174,0.197843943,31540,66800,602
Clarksdale city,Missouri,283,0.083333333,37500,63000,345
Clarksdale city,Missouri,283,0.083333333,37500,63000,345
Clarkson CDP,New York,4365,0.453401361,68245,149000,757
Clarkson city,Kentucky,995,0.088328076,25368,75600,520
Clarkson city,Kentucky,995,0.088328076,25368,75600,520
Clarkson city,Nebraska,669,0.132692308,45357,55500,561
Clarkson city,Nebraska,669,0.132692308,45357,55500,561
Clarkston city,Georgia,12762,0.227908239,38283,118600,965
Clarkston city,Georgia,12762,0.227908239,38283,118600,965
Clarkston city,Washington,7360,0.141247485,36854,140800,690
Clarkston city,Washington,7360,0.141247485,36854,140800,690
Clarkston Heights-Vineland CDP,Washington,6403,0.291841004,70000,225500,1131
Clarkston town,Utah,661,0.185,66667,161300,825
Clarksville city,Missouri,444,0.29972752,48036,70000,483
Clarksville city,Missouri,444,0.29972752,48036,70000,483
Clarksville city,Missouri,444,0.29972752,48036,70000,483
Clarksville city,Missouri,444,0.29972752,48036,70000,483
Clarksville city,Missouri,444,0.29972752,48036,70000,483
Clarksville city,Tennessee,150602,0.264920995,53007,148700,946
Clarksville city,Tennessee,150602,0.264920995,53007,148700,946
Clarksville city,Tennessee,150602,0.264920995,53007,148700,946
Clarksville city,Tennessee,150602,0.264920995,53007,148700,946
Clarksville city,Tennessee,150602,0.264920995,53007,148700,946
Clarksville city,Iowa,1448,0.15320042,47727,101900,547
Clarksville city,Iowa,1448,0.15320042,47727,101900,547
Clarksville city,Iowa,1448,0.15320042,47727,101900,547
Clarksville city,Iowa,1448,0.15320042,47727,101900,547
Clarksville city,Iowa,1448,0.15320042,47727,101900,547
Clarksville city,Arkansas,9512,0.178003147,35811,97700,634
Clarksville city,Arkansas,9512,0.178003147,35811,97700,634
Clarksville city,Arkansas,9512,0.178003147,35811,97700,634
Clarksville city,Arkansas,9512,0.178003147,35811,97700,634
Clarksville city,Arkansas,9512,0.178003147,35811,97700,634
Clarksville city,Texas,3198,0.100298762,33892,48200,641
Clarksville city,Texas,3198,0.100298762,33892,48200,641
Clarksville city,Texas,3198,0.100298762,33892,48200,641
Clarksville city,Texas,3198,0.100298762,33892,48200,641
Clarksville city,Texas,3198,0.100298762,33892,48200,641
Clarksville City city,Texas,744,0.146840149,54464,113300,908
Clarksville town,Virginia,1332,0.330188679,36875,154500,676
Clarksville town,Virginia,1332,0.330188679,36875,154500,676
Clarksville town,Indiana,21336,0.174696356,42744,114000,780
Clarksville town,Indiana,21336,0.174696356,42744,114000,780
Clarksville village,Ohio,681,0.084210526,44821,92300,838
Clarksville village,Ohio,681,0.084210526,44821,92300,838
Clarksville village,Michigan,417,0.222614841,51875,112100,325
Clarksville village,Michigan,417,0.222614841,51875,112100,325
Clarkton city,Missouri,1213,0.023323615,28095,34100,453
Clarkton town,North Carolina,739,0.153846154,28125,85000,334
Claryville CDP,Kentucky,2581,0.303431668,89911,210700,847
Clatonia village,Nebraska,389,0.183760684,49844,92500,677
Clatskanie city,Oregon,1668,0.121512151,38462,171100,729
Claude city,Texas,1274,0.220750552,64205,126500,860
Clawson city,Michigan,12029,0.380234686,67237,166200,858
Claxton city,Georgia,2359,0.166115156,33102,103600,639
Clay CDP,Pennsylvania,2235,0.257629524,70590,228700,1089
Clay CDP,Pennsylvania,2235,0.257629524,70590,228700,1089
Clay Center city,Nebraska,794,0.162650602,55875,78400,522
Clay Center city,Nebraska,794,0.162650602,55875,78400,522
Clay Center city,Kansas,4079,0.265756303,49688,82400,613
Clay Center city,Kansas,4079,0.265756303,49688,82400,613
Clay Center village,Ohio,270,0.122093023,52813,85300,775
Clay city,Kentucky,1030,0.060321716,36719,72500,671
Clay city,Kentucky,1030,0.060321716,36719,72500,671
Clay city,Alabama,9653,0.253690458,68590,148800,825
Clay city,Alabama,9653,0.253690458,68590,148800,825
Clay City city,Kentucky,1059,0.057220708,20956,52200,611
Clay City town,Indiana,845,0.116438356,39063,68000,574
Clay City village,Illinois,849,0.131212724,35500,60700,494
Clay town,West Virginia,556,0.100515464,28813,92500,449
Claycomo village,Missouri,1419,0.095681626,46053,106100,691
Clayhatchee town,Alabama,513,0.08423913,36932,103800,605
Claymont CDP,Delaware,8676,0.270295784,56366,209200,976
Claypool CDP,Arizona,1278,0.03909465,45745,66800,627
Claypool town,Indiana,520,0.051359517,37656,75700,553
Claysburg CDP,Pennsylvania,1369,0.127388535,37102,110200,723
Claysville borough,Pennsylvania,929,0.129271917,52917,104900,625
Clayton borough,New Jersey,8545,0.293050847,66766,197400,1186
Clayton city,Missouri,16448,0.779761905,97145,630400,1196
Clayton city,Missouri,16448,0.779761905,97145,630400,1196
Clayton city,Missouri,16448,0.779761905,97145,630400,1196
Clayton city,Missouri,16448,0.779761905,97145,630400,1196
Clayton city,Missouri,16448,0.779761905,97145,630400,1196
Clayton city,Missouri,16448,0.779761905,97145,630400,1196
Clayton city,Ohio,13172,0.357274401,74795,129900,805
Clayton city,Ohio,13172,0.357274401,74795,129900,805
Clayton city,Ohio,13172,0.357274401,74795,129900,805
Clayton city,Ohio,13172,0.357274401,74795,129900,805
Clayton city,Ohio,13172,0.357274401,74795,129900,805
Clayton city,Ohio,13172,0.357274401,74795,129900,805
Clayton city,Georgia,1838,0.191460055,30440,116800,634
Clayton city,Georgia,1838,0.191460055,30440,116800,634
Clayton city,Georgia,1838,0.191460055,30440,116800,634
Clayton city,Georgia,1838,0.191460055,30440,116800,634
Clayton city,Georgia,1838,0.191460055,30440,116800,634
Clayton city,Georgia,1838,0.191460055,30440,116800,634
Clayton city,California,11967,0.561699011,152581,710800,2530
Clayton city,California,11967,0.561699011,152581,710800,2530
Clayton city,California,11967,0.561699011,152581,710800,2530
Clayton city,California,11967,0.561699011,152581,710800,2530
Clayton city,California,11967,0.561699011,152581,710800,2530
Clayton city,California,11967,0.561699011,152581,710800,2530
Clayton town,Delaware,3237,0.233532934,71250,220400,1431
Clayton town,Delaware,3237,0.233532934,71250,220400,1431
Clayton town,Delaware,3237,0.233532934,71250,220400,1431
Clayton town,Delaware,3237,0.233532934,71250,220400,1431
Clayton town,Delaware,3237,0.233532934,71250,220400,1431
Clayton town,Delaware,3237,0.233532934,71250,220400,1431
Clayton town,Delaware,3237,0.233532934,71250,220400,1431
Clayton town,Oklahoma,676,0.088300221,25500,68900,469
Clayton town,Oklahoma,676,0.088300221,25500,68900,469
Clayton town,Oklahoma,676,0.088300221,25500,68900,469
Clayton town,Oklahoma,676,0.088300221,25500,68900,469
Clayton town,Oklahoma,676,0.088300221,25500,68900,469
Clayton town,Oklahoma,676,0.088300221,25500,68900,469
Clayton town,Oklahoma,676,0.088300221,25500,68900,469
Clayton town,Alabama,2900,0.039871677,26129,77500,501
Clayton town,Alabama,2900,0.039871677,26129,77500,501
Clayton town,Alabama,2900,0.039871677,26129,77500,501
Clayton town,Alabama,2900,0.039871677,26129,77500,501
Clayton town,Alabama,2900,0.039871677,26129,77500,501
Clayton town,Alabama,2900,0.039871677,26129,77500,501
Clayton town,Alabama,2900,0.039871677,26129,77500,501
Clayton town,North Carolina,20324,0.31216329,62059,174900,1102
Clayton town,North Carolina,20324,0.31216329,62059,174900,1102
Clayton town,North Carolina,20324,0.31216329,62059,174900,1102
Clayton town,North Carolina,20324,0.31216329,62059,174900,1102
Clayton town,North Carolina,20324,0.31216329,62059,174900,1102
Clayton town,North Carolina,20324,0.31216329,62059,174900,1102
Clayton town,North Carolina,20324,0.31216329,62059,174900,1102
Clayton town,Indiana,998,0.1921875,65000,132100,917
Clayton town,Indiana,998,0.1921875,65000,132100,917
Clayton town,Indiana,998,0.1921875,65000,132100,917
Clayton town,Indiana,998,0.1921875,65000,132100,917
Clayton town,Indiana,998,0.1921875,65000,132100,917
Clayton town,Indiana,998,0.1921875,65000,132100,917
Clayton town,Indiana,998,0.1921875,65000,132100,917
Clayton town,New Mexico,3104,0.105660377,35703,75800,536
Clayton town,New Mexico,3104,0.105660377,35703,75800,536
Clayton town,New Mexico,3104,0.105660377,35703,75800,536
Clayton town,New Mexico,3104,0.105660377,35703,75800,536
Clayton town,New Mexico,3104,0.105660377,35703,75800,536
Clayton town,New Mexico,3104,0.105660377,35703,75800,536
Clayton town,New Mexico,3104,0.105660377,35703,75800,536
Clayton town,Louisiana,569,0.055882353,17059,33100,500
Clayton town,Louisiana,569,0.055882353,17059,33100,500
Clayton town,Louisiana,569,0.055882353,17059,33100,500
Clayton town,Louisiana,569,0.055882353,17059,33100,500
Clayton town,Louisiana,569,0.055882353,17059,33100,500
Clayton town,Louisiana,569,0.055882353,17059,33100,500
Clayton town,Louisiana,569,0.055882353,17059,33100,500
Clayton village,Wisconsin,466,0.199288256,43281,107700,738
Clayton village,Wisconsin,466,0.199288256,43281,107700,738
Clayton village,Wisconsin,466,0.199288256,43281,107700,738
Clayton village,Wisconsin,466,0.199288256,43281,107700,738
Clayton village,New York,2018,0.241857242,54423,155300,860
Clayton village,New York,2018,0.241857242,54423,155300,860
Clayton village,New York,2018,0.241857242,54423,155300,860
Clayton village,New York,2018,0.241857242,54423,155300,860
Clayton village,Illinois,634,0.071264368,29107,59300,333
Clayton village,Illinois,634,0.071264368,29107,59300,333
Clayton village,Illinois,634,0.071264368,29107,59300,333
Clayton village,Illinois,634,0.071264368,29107,59300,333
Clayton village,Michigan,339,0.052132701,42292,71500,833
Clayton village,Michigan,339,0.052132701,42292,71500,833
Clayton village,Michigan,339,0.052132701,42292,71500,833
Clayton village,Michigan,339,0.052132701,42292,71500,833
Clayville village,New York,247,0.238372093,50536,89200,753
Cle Elum city,Washington,2834,0.223310985,48693,200000,941
Clear Creek CDP,California,226,0.146788991,63696,162500,639
Clear Lake CDP (Skagit County),Washington,906,0.137026239,68828,268500,703
Clear Lake city,Minnesota,583,0.25,95893,166700,880
Clear Lake city,Minnesota,583,0.25,95893,166700,880
Clear Lake city,Minnesota,583,0.25,95893,166700,880
Clear Lake city,Iowa,7644,0.281636205,55674,157500,628
Clear Lake city,Iowa,7644,0.281636205,55674,157500,628
Clear Lake city,Iowa,7644,0.281636205,55674,157500,628
Clear Lake city,South Dakota,1319,0.226130653,56563,114000,492
Clear Lake city,South Dakota,1319,0.226130653,56563,114000,492
Clear Lake city,South Dakota,1319,0.226130653,56563,114000,492
Clear Lake Shores city,Texas,1140,0.515789474,102625,343100,1417
Clear Lake town,Indiana,394,0.512534819,78958,667300,725
Clear Lake village,Illinois,191,0.101351351,51667,75500,675
Clear Lake village,Illinois,191,0.101351351,51667,75500,675
Clear Lake village,Wisconsin,996,0.100574713,45938,123600,495
Clear Lake village,Wisconsin,996,0.100574713,45938,123600,495
Clear Spring town,Maryland,460,0.049180328,51827,130600,863
Clearbrook city,Minnesota,452,0.194202899,35278,64500,508
Clearbrook Park CDP,New Jersey,2810,0.257651246,43668,164400,1758
Clearfield borough,Pennsylvania,5970,0.166127542,45594,86100,634
Clearfield city,Iowa,386,0.1125,35469,56200,625
Clearfield city,Iowa,386,0.1125,35469,56200,625
Clearfield city,Utah,31016,0.218486389,56213,174300,1055
Clearfield city,Utah,31016,0.218486389,56213,174300,1055
Clearlake city,California,15323,0.084472893,28888,96500,863
Clearlake Oaks CDP,California,2279,0.191945607,45707,142800,952
Clearlake Riviera CDP,California,3933,0.094479437,64821,207100,1634
